title,original_abstract,generated_abstract,original_id,created,categories
"Multilingual Central Repository: a Cross-lingual Framework for
  Developing Wordnets","Language resources are necessary for language processing,but building them is
costly, involves many researches from different areas and needs constant
updating. In this paper, we describe the crosslingual framework used for
developing the Multilingual Central Repository (MCR), a multilingual knowledge
base that includes wordnets of Basque, Catalan, English, Galician, Portuguese,
Spanish and the following ontologies: Base Concepts, Top Ontology, WordNet
Domains and Suggested Upper Merged Ontology. We present the story of MCR, its
state in 2017 and the developed tools.","Title: Development of a Multilingual Knowledge Base: A Cross-Lingual Approach for Wordnet Construction

Rewritten Abstract: The establishment of linguistic resources is integral to language processing, albeit being resource-intensive, requiring interdisciplinary research, and necessitating regular updates. This study details the cross-lingual strategy employed in constructing the Multilingual Central Repository (MCR), a comprehensive multilingual knowledge base, incorporating wordnets for languages such as Basque, Catalan, English, Galician, Portuguese, and Spanish. Additionally, the MCR includes ontologies such as Base Concepts, Top Ontology, WordNet Domains, and Suggested Upper Merged Ontology. This paper also charts the evolution of MCR, its status in 2017, and the tools developed for its construction.",oai:arXiv.org:2107.00333,2021-07-01,['cs.CL']
"Algorithms and Complexity for Counting Configurations in Steiner Triple
  Systems","Steiner triple systems form one of the most studied classes of combinatorial
designs. Configurations, including subsystems, play a central role in the
investigation of Steiner triple systems. With sporadic instances of small
systems, ad-hoc algorithms for counting or listing configurations are typically
fast enough for practical needs, but with many systems or large systems, the
relevance of computational complexity and algorithms of low complexity is
highlighted. General theoretical results as well as specific practical
algorithms for important configurations are presented.","Title: Examination of Algorithms and Complexity in Configurations of Steiner Triple Systems

Revised Abstract: The domain of Steiner triple systems, a widely scrutinized class of combinatorial designs, is profoundly influenced by configurations, including subsystems. The study of these systems often utilizes ad-hoc algorithms for enumerating configurations, which prove efficient for infrequent instances of small systems. However, the importance of computational complexity and low-complexity algorithms becomes evident when dealing with numerous or large-scale systems. This paper elucidates both broad theoretical findings and specific practical algorithms associated with critical configurations.",oai:arXiv.org:2110.00320,2021-10-01,['math.CO']
On the number of $q$-ary quasi-perfect codes with covering radius 2,"In this paper we present a family of $q$-ary nonlinear quasi-perfect codes
with covering radius 2. The codes have length $n = q^m$ and size $ M = q^{n - m
- 1}$ where $q$ is a prime power, $q \geq 3$, $m$ is an integer, $m \geq 2$. We
prove that there are more than $q^{q^{cn}}$ nonequivalent such codes of length
$n$, for all sufficiently large $n$ and a constant $c = \frac{1}{q} -
\varepsilon$.","Title: Regarding the Quantity of $q$-ary Quasi-Perfect Codes with a Covering Radius of 2

Rewritten Abstract: This study introduces a collection of $q$-ary nonlinear quasi-perfect codes that possess a covering radius of 2. These codes are defined by their length $n = q^m$ and their size $ M = q^{n - m - 1}$, where $q$ represents a prime power that is equal to or greater than 3, and $m$ is an integer equal to or exceeding 2. We establish that the quantity of these nonequivalent codes of length $n$ exceeds $q^{q^{cn}}$ for all adequately large values of $n$, given a constant $c = \frac{1}{q} - \varepsilon$.",oai:arXiv.org:2111.00774,2021-11-01,"['cs.IT', 'math.IT']"
"Collision Chains among the Terrestrial Planets. II. An Asymmetry between
  Earth and Venus","During the late stage of terrestrial planet formation, hit-and-run collisions
are about as common as accretionary mergers, for expected velocities and angles
of giant impacts. Average hit-and-runs leave two major remnants plus debris:
the target and impactor, somewhat modified through erosion, escaping at lower
relative velocity. Here we continue our study of the dynamical effects of such
collisions. We compare the dynamical fates of intact runners that start from
hit-and-runs with proto-Venus at 0.7 AU and proto-Earth at 1.0 AU. We follow
the orbital evolutions of the runners, including the other terrestrial planets,
Jupiter, and Saturn, in an N-body code. We find that the accretion of these
runners can take $\gtrsim$10 Myr (depending on the egress velocity of the first
collision) and can involve successive collisions with the original target
planet or with other planets. We treat successive collisions that the runner
experiences using surrogate models from machine learning, as in previous work,
and evolve subsequent hit-and-runs in a similar fashion. We identify
asymmetries in the capture, loss, and interchange of runners in the growth of
Venus and Earth. Hit-and-run is a more probable outcome at proto-Venus, being
smaller and faster orbiting than proto-Earth. But Venus acts as a sink,
eventually accreting most of its runners, assuming typical events, whereas
proto-Earth loses about half, many of those continuing to Venus. This leads to
a disparity in the style of late-stage accretion that could have led to
significant differences in geology, composition, and satellite formation at
Earth and Venus.","Title: Comparative Analysis of Collision Sequences Among Terrestrial Planets: Unequal Consequences for Earth and Venus 

Revised Abstract: The concluding stages of terrestrial planet formation observe a comparable frequency of hit-and-run collisions and accretionary mergers, considering the predicted velocities and impact angles of enormous collisions. On average, such collisions result in two primary remnants and associated debris - the target and the impactor, slightly reshaped due to erosion, escaping at a decreased relative velocity. This paper extends our investigation into the dynamic impacts of these collisions. We examine the dynamic outcomes of intact remnants originating from hit-and-run collisions involving proto-Venus at 0.7 AU and proto-Earth at 1.0 AU. By tracking the orbital evolutions of these remnants, and taking into account other terrestrial planets, Jupiter, and Saturn, using an N-body code, we discover that the accretion of these remnants can necessitate over 10 Myr, depending on the escape velocity of the initial collision. This process could include numerous collisions with the initial target planet or other planets. We use surrogate machine learning models to manage consecutive collisions experienced by the remnants, similar to previous studies, and progress subsequent hit-and-run events likewise. We expose disparities in the absorption, loss, and exchange of remnants during the growth of Venus and Earth. Hit-and-run is a more likely result at proto-Venus, due to its smaller size and quicker orbit compared to proto-Earth. However, Venus acts as a gravitational well, eventually accreting the majority of its remnants, given typical scenarios, while proto-Earth loses approximately half, many of which continue to Venus. This results in an imbalance in the late-stage accretion process, potentially leading to significant divergences in geology, composition, and satellite formation between Earth and Venus.",oai:arXiv.org:2110.00221,2021-10-01,['astro-ph.EP']
"Synthetic Design: An Optimization Approach to Experimental Design with
  Synthetic Controls","We investigate the optimal design of experimental studies that have
pre-treatment outcome data available. The average treatment effect is estimated
as the difference between the weighted average outcomes of the treated and
control units. A number of commonly used approaches fit this formulation,
including the difference-in-means estimator and a variety of synthetic-control
techniques. We propose several methods for choosing the set of treated units in
conjunction with the weights. Observing the NP-hardness of the problem, we
introduce a mixed-integer programming formulation which selects both the
treatment and control sets and unit weightings. We prove that these proposed
approaches lead to qualitatively different experimental units being selected
for treatment. We use simulations based on publicly available data from the US
Bureau of Labor Statistics that show improvements in terms of mean squared
error and statistical power when compared to simple and commonly used
alternatives such as randomized trials.","Title: Experimental Design Optimization: A Synthetic Control Approach 

Revised Abstract: This research probes the ideal construction of experimental studies that provide pre-treatment outcome data. The general treatment effect is gauged as the divergence between the weighted mean outcomes of the treated and control units. This formulation is consistent with several prevalent approaches, incorporating the difference-in-means estimator and various synthetic control methods. We introduce multiple strategies for determining the treated units in relation to the weights. Acknowledging the NP- hardness of the issue, we incorporate a mixed-integer programming formulation that simultaneously selects the treatment and control groups and their respective unit weightings. We demonstrate that our proposed methods result in the selection of experimentally distinct units for treatment. Using simulations drawn from publicly accessible data from the US Bureau of Labor Statistics, we illustrate enhancements in terms of mean squared error and statistical power when juxtaposed with basic and frequently employed alternatives such as randomized trials.",oai:arXiv.org:2112.00278,2021-12-01,"['stat.ME', 'stat.ML']"
NeoRL: A Near Real-World Benchmark for Offline Reinforcement Learning,"Offline reinforcement learning (RL) aims at learning a good policy from a
batch of collected data, without extra interactions with the environment during
training. However, current offline RL benchmarks commonly have a large reality
gap, because they involve large datasets collected by highly exploratory
policies, and the trained policy is directly evaluated in the environment. In
real-world situations, running a highly exploratory policy is prohibited to
ensure system safety, the data is commonly very limited, and a trained policy
should be well validated before deployment. In this paper, we present a near
real-world offline RL benchmark, named NeoRL, which contains datasets from
various domains with controlled sizes, and extra test datasets for policy
validation. We evaluate existing offline RL algorithms on NeoRL and argue that
the performance of a policy should also be compared with the deterministic
version of the behavior policy, instead of the dataset reward. The empirical
results demonstrate that the tested offline RL algorithms become less
competitive to the deterministic policy on many datasets, and the offline
policy evaluation hardly helps. The NeoRL suit can be found at
http://polixir.ai/research/neorl. We hope this work will shed some light on
future research and draw more attention when deploying RL in real-world
systems.","Title: NeoRL: Establishing a More Realistic Standard for Offline Reinforcement Learning

Revised Abstract: Offline Reinforcement Learning (RL) is designed to learn an effective policy from an accumulated data set, without requiring additional interaction with the environment during the training phase. Nonetheless, the vast reality gap in current offline RL benchmarks is a significant issue due to their reliance on sizeable data collections gathered through highly exploratory policies, and the immediate evaluation of the trained policy in the environment. In real-world scenarios, the execution of highly exploratory policies is restricted to maintain system safety, data availability is typically limited, and it is crucial to thoroughly validate a trained policy prior to implementation. This study introduces NeoRL, a nearly real-world offline RL benchmark that encompasses controlled-size datasets from diverse domains and supplementary test datasets for policy validation. We assess existing offline RL algorithms on NeoRL and propose that policy performance should be juxtaposed with the deterministic version of the behavior policy, rather than the dataset reward. Our empirical findings indicate that the assessed offline RL algorithms are less competitive compared to the deterministic policy across numerous datasets, and offline policy evaluation offers little assistance. The NeoRL suite can be accessed at http://polixir.ai/research/neorl. We anticipate that our research will encourage further investigation and increased vigilance in the implementation of RL in real-world systems.",oai:arXiv.org:2102.00714,2021-02-01,"['cs.LG', 'cs.AI']"
Holonomic functions and prehomogeneous spaces,"A function that is analytic on a domain of $\mathbb{C}^n$ is holonomic if it
is the solution to a holonomic system of linear homogeneous differential
equations with polynomial coefficients. We define and study the Bernstein-Sato
polynomial of a holonomic function on a smooth algebraic variety. We analyze
the structure of certain sheaves of holonomic functions, such as the algebraic
functions along a hypersurface, determining their direct sum decompositions
into indecomposables, that further respect decompositions of Bernstein-Sato
polynomials. When the space is endowed with the action of a linear algebraic
group $G$, we study the class of $G$-finite analytic functions, i.e. functions
that under the action of the Lie algebra of $G$ generate a finite dimensional
rational $G$-module. These are automatically algebraic functions on a variety
with a dense orbit. When $G$ is reductive, we give several
representation-theoretic techniques toward the determination of Bernstein-Sato
polynomials of $G$-finite functions. We classify the $G$-finite functions on
all but one of the irreducible reduced prehomogeneous vector spaces, and
compute the Bernstein-Sato polynomials for distinguished $G$-finite functions.
The results can be used to construct explicitly equivariant
$\mathcal{D}$-modules.","Title: Examination of Holonomic Functions and Prehomogeneous Spaces

In this research, we explore the concept of a holonomic function as a solution to a holonomic system of linear homogeneous differential equations with polynomial coefficients, within a domain of $\mathbb{C}^n$ where the function is analytic. We delve into the Bernstein-Sato polynomial of a holonomic function situated on a smooth algebraic variety, elucidating its definition and properties. The study further scrutinizes the architecture of specific sheaves of holonomic functions, such as the algebraic functions present on a hypersurface, with an emphasis on the delineation of their direct sum decompositions into indecomposables that adhere to the decomposition of Bernstein-Sato polynomials. In spaces where a linear algebraic group $G$ is operational, we investigate the category of $G$-finite analytic functions - functions that generate a finite dimensional rational $G$-module under the influence of $G$'s Lie algebra. These functions are inherently algebraic on a variety with a dense orbit. In reductive $G$ instances, we present several representation-theoretic methods to identify Bernstein-Sato polynomials of $G$-finite functions. We categorize the $G$-finite functions on nearly all irreducible reduced prehomogeneous vector spaces, besides one, and compute Bernstein-Sato polynomials for notable $G$-finite functions. The findings offer a foundation to construct unequivocally equivariant $\mathcal{D}$-modules.",oai:arXiv.org:2102.00766,2021-02-01,"['math.AG', 'math.RT']"
Combating small molecule aggregation with machine learning,"Biological screens are plagued by false positive hits resulting from
aggregation. Thus, methods to triage small colloidally aggregating molecules
(SCAMs) are in high demand. Herein, we disclose a bespoke machine-learning tool
to confidently and intelligibly flag such entities. Our data demonstrate an
unprecedented utility of machine learning for predicting SCAMs, achieving 80%
of correct predictions in a challenging out-of-sample validation. The tool
outperformed a panel of expert chemists, who correctly predicted 61 +/- 7% of
the same test molecules in a Turing-like test. Further, the computational
routine provided insight into molecular features governing aggregation that had
remained hidden to expert intuition. Leveraging our tool, we quantify that up
to 15-20% of ligands in publicly available chemogenomic databases have the high
potential to aggregate at typical screening concentrations, imposing caution in
systems biology and drug design programs. Our approach provides a means to
augment human intuition, mitigate attrition and a pathway to accelerate future
molecular medicine.","Title: Addressing the Issue of Small Molecule Aggregation Through Machine Learning

Revised Abstract: The occurrence of false positives in biological screenings due to aggregation has become a significant concern. Therefore, there is a pressing need for tools that can effectively identify small colloidally aggregating molecules (SCAMs). In this study, we introduce a specialized machine-learning tool, designed to accurately and comprehensibly detect these aggregating entities. The data presented showcases the exceptional capability of machine learning in predicting SCAMs, with an 80% accuracy rate in a demanding out-of-sample validation. This tool surpassed the performance of a group of expert chemists who managed to correctly predict only 61 +/- 7% of the same test molecules in a comparable Turing-like test. Moreover, the computational method offered insights into molecular features that influence aggregation, which were previously undetectable by expert intuition. Utilizing this tool, we deduced that approximately 15-20% of ligands in publicly accessible chemogenomic databases exhibit a high propensity to aggregate at usual screening concentrations, indicating the need for caution in systems biology and drug design projects. Our methodology offers a solution to enhance human intuition, reduce attrition, and pave the way for expediting future molecular medicine.",oai:arXiv.org:2105.00267,2021-05-01,"['q-bio.QM', 'cs.LG']"
"Generalized torsion for hyperbolic $3$--manifold groups with arbitrary
  large rank","Let $G$ be a group and $g$ a non-trivial element in $G$. If some non-empty
finite product of conjugates of $g$ equals to the trivial element, then $g$ is
called a generalized torsion element. To the best of our knowledge, we have no
hyperbolic $3$--manifold groups with generalized torsion elements whose rank is
explicitly known to be greater than two. The aim of this short note is to
demonstrate that for a given integer $n > 1$ there are infinitely many closed
hyperbolic $3$--manifolds $M_n$ which enjoy the property: (i) the Heegaard
genus of $M_n$ is $n$, (ii) the rank of the fundamental group of $M_n$ is $n$,
and (ii) the fundamental group of $M_n$ has a generalized torsion element.
Furthermore, we may choose $M_n$ as homology lens spaces and so that the order
of the generalized torsion element is arbitrarily large.","Title: The Extended Scope of Torsion in Hyperbolic 3-Manifold Groups of Indefinite Large Rank

Revised Abstract: Suppose that $G$ is a group and a non-trivial element, $g$, resides in $G$. The element $g$ is classified as a generalized torsion element if any finite non-null product of its conjugates equals the trivial element. To date, our understanding lacks any hyperbolic 3-manifold groups containing generalized torsion elements with a rank known to exceed two. This brief communication endeavors to prove that for any given integer $n > 1$, there exists an infinite number of closed hyperbolic 3-manifolds $M_n$ that possess the following characteristics: (i) the Heegaard genus of $M_n$ equals $n$, (ii) the fundamental group of $M_n$ has a rank of $n$, and (iii) the fundamental group of $M_n$ includes a generalized torsion element. Additionally, we can select $M_n$ as homology lens spaces, and the generalized torsion element's order can be chosen to be arbitrarily large.",oai:arXiv.org:2112.00418,2021-12-01,"['math.GT', 'math.GR']"
"Improving Automatic Hate Speech Detection with Multiword Expression
  Features","The task of automatically detecting hate speech in social media is gaining
more and more attention. Given the enormous volume of content posted daily,
human monitoring of hate speech is unfeasible. In this work, we propose new
word-level features for automatic hate speech detection (HSD): multiword
expressions (MWEs). MWEs are lexical units greater than a word that have
idiomatic and compositional meanings. We propose to integrate MWE features in a
deep neural network-based HSD framework. Our baseline HSD system relies on
Universal Sentence Encoder (USE). To incorporate MWE features, we create a
three-branch deep neural network: one branch for USE, one for MWE categories,
and one for MWE embeddings. We conduct experiments on two hate speech tweet
corpora with different MWE categories and with two types of MWE embeddings,
word2vec and BERT. Our experiments demonstrate that the proposed HSD system
with MWE features significantly outperforms the baseline system in terms of
macro-F1.","Title: Enhancement of Automated Hate Speech Identification through the Utilization of Multiword Expression Characteristics

Revised Abstract: The growing focus on the automatic identification of hate speech in social media platforms necessitates more effective detection techniques. Given the impracticality of manually monitoring the sheer volume of content shared daily, we suggest the introduction of novel word-level attributes for automated hate speech identification (HSD): multiword expressions (MWEs). These are lexical entities that exceed a single word and carry both idiomatic and compositional implications. We advocate for the incorporation of these MWE elements into a deep learning-based HSD structure. Our initial HSD system is dependent on Universal Sentence Encoder (USE). To implement MWE characteristics, we establish a tripartite deep learning network: one segment for USE, one for MWE types, and one for MWE embeddings. We carry out tests on two separate hate speech Twitter datasets with varying MWE types and two variants of MWE embeddings - word2vec and BERT. Our studies reveal that the suggested HSD mechanism, outfitted with MWE characteristics, notably surpasses the original system in macro-F1 performance.",oai:arXiv.org:2106.00237,2021-06-01,['cs.CL']
Multi-Messenger studies with the Pierre Auger Observatory,"Over the past decade the multi-messenger astrophysics has emerged as a
distinct discipline, providing unique insights into the properties of
high-energy phenomena in the Universe. The Pierre Auger Observatory, located in
Malarg\""ue, Argentina, is the world's largest cosmic ray detector sensitive to
photons, neutrinos, and hadrons at ultra-high energies. Using its data,
stringent limits on photon and neutrino fluxes at EeV energies have been
obtained. The collaboration uses the excellent angular resolution and the
neutrino identification capabilities of the Observatory for follow-up studies
of events detected in gravitational waves or other messengers, through
cooperation with global multi-messenger networks. We present a science
motivation together with an overview of the multi-messenger capabilities and
results of the Pierre Auger Observatory.","Title: Comprehensive Analysis Utilizing the Pierre Auger Observatory in Multi-Messenger Studies 

In the recent decade, multi-messenger astrophysics has evolved into a distinct field, offering unparalleled perspectives into the characteristics of high-energy cosmic events. Situated in Malargüe, Argentina, the Pierre Auger Observatory stands as the most extensive cosmic ray detector globally, with the capacity to detect photons, neutrinos, and hadrons at extreme energies. The application of its data has led to the establishment of strict boundaries on photon and neutrino fluxes at EeV energies. The collaborative team harnesses the exceptional angular resolution and neutrino identification abilities of the Observatory to conduct supplementary studies of incidents detected in gravitational waves or alternate messengers, through alliances with international multi-messenger networks. In this paper, we provide the scientific rationale, a comprehensive review of the multi-messenger capacities, and the resultant findings of the Pierre Auger Observatory.",oai:arXiv.org:2102.00828,2021-02-01,['astro-ph.HE']
A New Tool for Efficiently Generating Quality Estimation Datasets,"Building of data for quality estimation (QE) training is expensive and
requires significant human labor. In this study, we focus on a data-centric
approach while performing QE, and subsequently propose a fully automatic
pseudo-QE dataset generation tool that generates QE datasets by receiving only
monolingual or parallel corpus as the input. Consequently, the QE performance
is enhanced either by data augmentation or by encouraging multiple language
pairs to exploit the applicability of QE. Further, we intend to publicly
release this user friendly QE dataset generation tool as we believe this tool
provides a new, inexpensive method to the community for developing QE datasets.","Title: An Innovative Approach to Cost-Effective Creation of Quality Estimation Datasets

Generated Abstract: The process of creating datasets for quality estimation (QE) training is both time-consuming and costly, necessitating a substantial amount of human effort. Our research concentrates on a method driven by data during the QE process, subsequently introducing a fully automated tool for generating pseudo-QE datasets. This tool operates by accepting either a monolingual or parallel corpus as its sole input, thereby generating QE datasets. As a result, the QE performance is improved, either through data augmentation or by enabling multiple language pairs to utilize the potential of QE. We plan to make this user-friendly QE dataset creation tool available to the public, as we are confident it offers the academic community a novel and economical technique for the creation of QE datasets.",oai:arXiv.org:2111.00767,2021-11-01,['cs.CL']
"VA-GCN: A Vector Attention Graph Convolution Network for learning on
  Point Clouds","Owing to the development of research on local aggregation operators, dramatic
breakthrough has been made in point cloud analysis models. However, existing
local aggregation operators in the current literature fail to attach decent
importance to the local information of the point cloud, which limits the power
of the models. To fit this gap, we propose an efficient Vector Attention
Convolution module (VAConv), which utilizes K-Nearest Neighbor (KNN) to extract
the neighbor points of each input point, and then uses the elevation and
azimuth relationship of the vectors between the center point and its neighbors
to construct an attention weight matrix for edge features. Afterwards, the
VAConv adopts a dual-channel structure to fuse weighted edge features and
global features. To verify the efficiency of the VAConv, we connect the VAConvs
with different receptive fields in parallel to obtain a Multi-scale graph
convolutional network, VA-GCN. The proposed VA-GCN achieves state-of-the-art
performance on standard benchmarks including ModelNet40, S3DIS and ShapeNet.
Remarkably, on the ModelNet40 dataset for 3D classification, VA-GCN increased
by 2.4% compared to the baseline.","Title: VA-GCN: An Innovative Vector Attention Graph Convolution Network for Point Cloud Analysis

Newly Revised Abstract: The advancement in local aggregation operators has significantly revolutionized point cloud analysis models. Despite this progress, current local aggregation operators do not sufficiently emphasize the local information within the point cloud, thereby limiting the effectiveness of the models. To address this issue, we introduce a robust Vector Attention Convolution module (VAConv) that employs K-Nearest Neighbor (KNN) to identify the neighboring points of each input point. The VAConv then determines the attention weight matrix for edge features based on the elevation and azimuth relationship of vectors between a central point and its neighboring points. The VAConv further enhances its efficacy by using a dual-channel structure to amalgamate weighted edge features and global features. To assess the potency of the VAConv, we amalgamate the VAConvs with varying receptive fields in parallel to create a Multi-scale graph convolutional network, coined VA-GCN. The cutting-edge VA-GCN outperforms other models on standard benchmarks such as ModelNet40, S3DIS, and ShapeNet. Notably, the VA-GCN brought about an impressive 2.4% improvement compared to the baseline on the ModelNet40 dataset for 3D classification.",oai:arXiv.org:2106.00227,2021-06-01,['cs.CV']
"Global existence and boundedness in a fully parabolic
  attraction-repulsion chemotaxis system with signal-dependent sensitivities
  without logistic source","This paper deals with the fully parabolic attraction-repulsion chemotaxis
system with signal-dependent sensitivities, \begin{align*} \begin{cases}
  u_t=\Delta u-\nabla \cdot (u\chi(v)\nabla v)
  +\nabla \cdot (u\xi(w)\nabla w),
  &x \in \Omega,\ t>0,\\[1.05mm]
  v_t=\Delta v-v+u,
  &x \in \Omega,\ t>0,\\[1.05mm]
  w_t=\Delta w-w+u,
  &x \in \Omega,\ t>0 \end{cases} \end{align*} under homogeneous Neumann
boundary conditions and initial conditions, where $\Omega \subset \mathbb{R}^n$
$(n \ge 2)$ is a bounded domain with smooth boundary, $\chi, \xi$ are functions
satisfying some conditions. Global existence and boundedness of classical
solutions to the system with logistic source have already been obtained by
taking advantage of the effect of logistic dampening (J. Math. Anal. Appl.;
2020;489;124153). This paper establishes existence of global bounded classical
solutions despite the loss of logistic dampening.","Title: Worldwide Presence and Limitations in a Fully Parabolic Attraction-Repulsion Chemotaxis System with Signal-Dependent Sensitivities Absent of Logistic Source

Remodelled Abstract: This research investigates the fully parabolic attraction-repulsion chemotaxis system, which incorporates signal-dependent sensitivities, represented by \begin{align*} \begin{cases}
  u_t=\Delta u-\nabla \cdot (u\chi(v)\nabla v)
  +\nabla \cdot (u\xi(w)\nabla w),
  &x \in \Omega,\ t>0,\\[1.05mm]
  v_t=\Delta v-v+u,
  &x \in \Omega,\ t>0,\\[1.05mm]
  w_t=\Delta w-w+u,
  &x \in \Omega,\ t>0 \end{cases} \end{align*}, under the same homogeneous Neumann boundary conditions and initial conditions. Here, $\Omega \subset \mathbb{R}^n$ $(n \ge 2)$ is a restricted domain with a smooth boundary, and $\chi, \xi$ are functions that adhere to specific conditions. The global existence and the limitations of the traditional solutions to the system with a logistic source have previously been identified by leveraging the effect of logistic dampening (J. Math. Anal. Appl.; 2020;489;124153). This study confirms the existence of global, limited, traditional solutions, even in the absence of logistic dampening.",oai:arXiv.org:2104.00381,2021-04-01,['math.AP']
"AAPM DL-Sparse-View CT Challenge Submission Report: Designing an
  Iterative Network for Fanbeam-CT with Unknown Geometry","This report is dedicated to a short motivation and description of our
contribution to the AAPM DL-Sparse-View CT Challenge (team name:
""robust-and-stable""). The task is to recover breast model phantom images from
limited view fanbeam measurements using data-driven reconstruction techniques.
The challenge is distinctive in the sense that participants are provided with a
collection of ground truth images and their noiseless, subsampled sinograms (as
well as the associated limited view filtered backprojection images), but not
with the actual forward model. Therefore, our approach first estimates the
fanbeam geometry in a data-driven geometric calibration step. In a subsequent
two-step procedure, we design an iterative end-to-end network that enables the
computation of near-exact solutions.","Title: AAPM DL-Sparse-View CT Challenge Submission Report: Development of an Iterative Network for Fanbeam-CT with Undefined Geometry

Revised Abstract: This paper presents a concise motivation and outline of our submission to the AAPM DL-Sparse-View CT Challenge, represented by the team ""robust-and-stable"". Our objective is to reconstruct breast model phantom images from limited view fanbeam measurements utilizing data-oriented reconstruction methodologies. The competition is unique as it provides participants with a series of reference images and their noise-free, undersampled sinograms, alongside the associated limited view filtered backprojection images, but omits the actual forward model. Consequently, our method initiates with the estimation of the fanbeam geometry through a data-driven geometric calibration stage. Following this, we devise an iterative end-to-end network in a two-step process that facilitates the calculation of near-precise solutions.",oai:arXiv.org:2106.00280,2021-06-01,"['cs.LG', 'cs.NA', 'eess.IV', 'math.NA', 'physics.med-ph']"
Algebraic perspectives on signomial optimization,"Signomials are obtained by generalizing polynomials to allow for arbitrary
real exponents. This generalization offers great expressive power, but has
historically sacrificed the organizing principle of ``degree'' that is central
to polynomial optimization theory. We reclaim that principle here through the
concept of signomial rings, which we use to derive complete convex relaxation
hierarchies of upper and lower bounds for signomial optimization via sums of
arithmetic-geometric exponentials (SAGE) nonnegativity certificates. The
Positivstellensatz underlying the lower bounds relies on the concept of
conditional SAGE and removes regularity conditions required by earlier works,
such as convexity and Archimedeanity of the feasible set. Through worked
examples we illustrate the practicality of this hierarchy in areas such as
chemical reaction network theory and chemical engineering. These examples
include comparisons to direct global solvers (e.g., BARON and ANTIGONE) and the
Lasserre hierarchy (where appropriate). The completeness of our hierarchy of
upper bounds follows from a generic construction whereby a Positivstellensatz
for signomial nonnegativity over a compact set provides for arbitrarily strong
outer approximations of the corresponding cone of nonnegative signomials. While
working toward that result, we prove basic facts on the existence and
uniqueness of solutions to signomial moment problems.","Title: An Algebraic Examination of Signomial Optimization 

Generated Abstract: By expanding the scope of polynomials to encompass any real exponents, we arrive at signomials. Such expansion yields a substantial increase in expressive power, albeit at the expense of the pivotal principle of ""degree"" that is integral to polynomial optimization theory. In this study, we reintroduce this principle by exploiting the concept of signomial rings. This approach facilitates the derivation of comprehensive convex relaxation hierarchies for both upper and lower bounds in signomial optimization, using sums of arithmetic-geometric exponentials (SAGE) nonnegativity certificates. The Positivstellensatz forming the basis for the lower bounds hinges on the concept of conditional SAGE, thereby eliminating the regularity conditions mandated by previous studies, such as the convexity and Archimedeanity of the feasible set. The practical application of this hierarchy is demonstrated through examples drawn from fields like chemical reaction network theory and chemical engineering. These examples are compared to direct global solvers (e.g., BARON and ANTIGONE) and the Lasserre hierarchy (where applicable). A generic construction ensures the comprehensive nature of our hierarchy of upper bounds, as a Positivstellensatz for signomial nonnegativity over a compact set allows for increasingly accurate outer approximations of the respective cone of nonnegative signomials. In the process of achieving this result, we establish basic truths concerning the existence and uniqueness of solutions to signomial moment problems.",oai:arXiv.org:2107.00345,2021-07-01,"['math.AG', 'math.OC']"
"The Comprehensive Blub Archive Network: Towards Design Principals for
  Open Source Programming Language Repositories","Many popular open source programming languages (Perl, Ruby or Python for
example) have systems for distributing packaged source code that software
developers can use when working in that particular programming language. This
paper will consider the design principals that should be followed if designing
such an open source code repository.","Title: A Holistic Examination of the Blub Archive Network: Proposing Design Guidelines for Open Source Programming Language Libraries 

Revised Abstract: Numerous widely-used open source programming languages, such as Perl, Ruby, or Python, incorporate systems that distribute packaged source code, which software developers leverage while operating within that specific programming language. This study intends to deliberate the essential design guidelines that ought to be observed in the creation of such open source code libraries.",oai:arXiv.org:2104.00378,2021-04-01,['cs.PL']
